reference_key,proxy_model,source_model,gpu,workload,target_tok_s_user,target_met,effective_output_tps_per_mw,selected_tok_s_user,observed_tok_s_user,performance_multiplier_vs_source,source_gpu,benchmark_id,framework,precision,spec_method,concurrency,benchmark_type,selected_isl,selected_osl,candidate_rows,eligible_rows,selection_status,source_type,benchmark_date,run_url,method_note
GLM 5.2|H200|short|70,GLM 5.2,glm5,H200,short,70,True,53837.778518,77.033321,77.033321,1.0,H200,410943,sglang,fp8,mtp,8,single_turn,1024,1024,10,2,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-05-18,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26016387220/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
GLM 5.2|H200|long|70,GLM 5.2,glm5,H200,long,70,True,28242.557768,84.492978,84.492978,1.0,H200,410935,sglang,fp8,mtp,4,single_turn,8192,1024,10,1,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-05-18,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26016387220/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
GLM 5.2|H200|agentic|70,GLM 5.2,glm5.2,H200,agentic,70,True,5541.729927,92.678406,92.678406,1.0,H200,439294,dynamo-sglang,fp8,mtp,12,agentic_traces,,,3,3,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31235207041/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
GLM 5.2|H200|short|100,GLM 5.2,glm5,H200,short,100,True,34731.983833,101.934077,101.934077,1.0,H200,410937,sglang,fp8,mtp,4,single_turn,1024,1024,10,1,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-05-18,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26016387220/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
GLM 5.2|H200|long|100,GLM 5.2,glm5,H200,long,100,False,,,,1.0,H200,,,,,,single_turn,8192,1024,10,0,unavailable_target_not_met,InferenceX_model_fallback_unavailable,,,No benchmark point reaches the requested interactivity; left blank (no edge-row reuse).
GLM 5.2|H200|agentic|100,GLM 5.2,glm5.2,H200,agentic,100,False,,,,1.0,H200,,,,,,agentic_traces,,,3,0,unavailable_target_not_met,InferenceX_exact_model_unavailable,,,No benchmark point reaches the requested interactivity; left blank (no edge-row reuse).
GLM 5.2|B200|short|30,GLM 5.2,glm5,B200,short,30,True,370871.940865,40.003267,40.003267,1.0,B200,422375,sglang,fp4,mtp,64,single_turn,1024,1024,39,28,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-06-12,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27431570825/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
GLM 5.2|B200|long|30,GLM 5.2,glm5,B200,long,30,True,197590.989834,43.718345,43.718345,1.0,B200,422402,sglang,fp4,mtp,32,single_turn,8192,1024,39,24,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-06-12,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27431570825/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
GLM 5.2|B200|agentic|30,GLM 5.2,glm5.2,B200,agentic,30,True,30934.690058,204.542181,204.542181,1.0,B200,439243,sglang,fp4,mtp,12,agentic_traces,,,5,5,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31141585420/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
GLM 5.2|B200|short|50,GLM 5.2,glm5,B200,short,50,True,265805.844963,58.600457,58.600457,1.0,B200,422373,sglang,fp4,mtp,32,single_turn,1024,1024,39,20,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-06-12,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27431570825/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
GLM 5.2|B200|long|50,GLM 5.2,glm5,B200,long,50,True,147269.188915,66.833032,66.833032,1.0,B200,422400,sglang,fp4,mtp,16,single_turn,8192,1024,39,14,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-06-12,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27431570825/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
GLM 5.2|B200|agentic|50,GLM 5.2,glm5.2,B200,agentic,50,True,30934.690058,204.542181,204.542181,1.0,B200,439243,sglang,fp4,mtp,12,agentic_traces,,,5,5,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31141585420/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
GLM 5.2|B200|short|70,GLM 5.2,glm5,B200,short,70,True,183059.447498,80.405679,80.405679,1.0,B200,422371,sglang,fp4,mtp,16,single_turn,1024,1024,39,12,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-06-12,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27431570825/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
GLM 5.2|B200|long|70,GLM 5.2,glm5,B200,long,70,True,104081.377299,96.59092,96.59092,1.0,B200,422405,sglang,fp4,mtp,8,single_turn,8192,1024,39,7,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-06-12,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27431570825/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
GLM 5.2|B200|agentic|70,GLM 5.2,glm5.2,B200,agentic,70,True,30934.690058,204.542181,204.542181,1.0,B200,439243,sglang,fp4,mtp,12,agentic_traces,,,5,4,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31141585420/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
GLM 5.2|B200|short|100,GLM 5.2,glm5,B200,short,100,True,124359.821116,110.338368,110.338368,1.0,B200,422376,sglang,fp4,mtp,8,single_turn,1024,1024,39,5,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-06-12,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27431570825/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
GLM 5.2|B200|long|100,GLM 5.2,glm5,B200,long,100,True,71040.235259,134.74127,134.74127,1.0,B200,422403,sglang,fp4,mtp,4,single_turn,8192,1024,39,3,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-06-12,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27431570825/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
GLM 5.2|B200|agentic|100,GLM 5.2,glm5.2,B200,agentic,100,True,30934.690058,204.542181,204.542181,1.0,B200,439243,sglang,fp4,mtp,12,agentic_traces,,,5,4,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31141585420/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
GLM 5.2|B300|short|30,GLM 5.2,glm5,B300,short,30,True,502149.6801,30.749885,30.749885,1.0,B300,415671,sglang,fp4,none,128,single_turn,1024,1024,29,24,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-05-25,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26381101926/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
GLM 5.2|B300|long|30,GLM 5.2,glm5,B300,long,30,True,185732.996618,46.092102,46.092102,1.0,B300,415674,sglang,fp4,mtp,32,single_turn,8192,1024,29,17,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-05-25,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26381101926/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
GLM 5.2|B300|agentic|30,GLM 5.2,glm5.2,B300,agentic,30,True,40645.121053,185.168423,185.168423,1.0,B300,439194,sglang,fp4,mtp,16,agentic_traces,,,5,5,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-07,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31147076962/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
GLM 5.2|B300|short|50,GLM 5.2,glm5,B300,short,50,True,452482.829041,55.83043,55.83043,1.0,B300,415682,sglang,fp4,mtp,64,single_turn,1024,1024,29,17,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-05-25,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26381101926/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
GLM 5.2|B300|long|50,GLM 5.2,glm5,B300,long,50,True,133518.890679,67.026953,67.026953,1.0,B300,415686,sglang,fp4,mtp,16,single_turn,8192,1024,29,12,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-05-25,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26381101926/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
GLM 5.2|B300|agentic|50,GLM 5.2,glm5.2,B300,agentic,50,True,40645.121053,185.168423,185.168423,1.0,B300,439194,sglang,fp4,mtp,16,agentic_traces,,,5,5,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-07,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31147076962/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
GLM 5.2|B300|short|70,GLM 5.2,glm5,B300,short,70,True,304367.385567,74.939815,74.939815,1.0,B300,415658,sglang,fp4,mtp,32,single_turn,1024,1024,29,12,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-05-25,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26381101926/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
GLM 5.2|B300|long|70,GLM 5.2,glm5,B300,long,70,True,94619.071867,95.808218,95.808218,1.0,B300,415662,sglang,fp4,mtp,8,single_turn,8192,1024,29,7,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-05-25,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26381101926/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
GLM 5.2|B300|agentic|70,GLM 5.2,glm5.2,B300,agentic,70,True,40645.121053,185.168423,185.168423,1.0,B300,439194,sglang,fp4,mtp,16,agentic_traces,,,5,5,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-07,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31147076962/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
GLM 5.2|B300|short|100,GLM 5.2,glm5,B300,short,100,True,120916.677544,118.536341,118.536341,1.0,B300,415666,sglang,fp4,mtp,8,single_turn,1024,1024,29,5,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-05-25,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26381101926/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
GLM 5.2|B300|long|100,GLM 5.2,glm5,B300,long,100,True,63499.903269,128.999772,128.999772,1.0,B300,415673,sglang,fp4,mtp,4,single_turn,8192,1024,29,3,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-05-25,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26381101926/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
GLM 5.2|B300|agentic|100,GLM 5.2,glm5.2,B300,agentic,100,True,40645.121053,185.168423,185.168423,1.0,B300,439194,sglang,fp4,mtp,16,agentic_traces,,,5,5,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-07,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31147076962/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
GLM 5.2|GB200|short|30,GLM 5.2,glm5,GB200,short,30,True,3848103.724153,32.625733,32.625733,1.0,GB200,436052,dynamo-trt,fp4,mtp,4301,single_turn,1024,1024,47,43,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-07-16,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/29443720859/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
GLM 5.2|GB200|long|30,GLM 5.2,glm5,GB200,long,30,True,2480998.816075,37.980533,37.980533,1.0,GB200,436041,dynamo-trt,fp4,mtp,2253,single_turn,8192,1024,55,53,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-07-16,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/29443720859/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
GLM 5.2|GB200|agentic|30,GLM 5.2,glm5.2,GB200,agentic,30,True,28287.871658,204.542181,204.542181,0.9144385,B200,439243,sglang,fp4,mtp,12,agentic_traces,,,5,5,InferenceX_scaled_exact_model_target_met,InferenceX_scaled_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31141585420/attempts/3,"Measured B200 TPS/MW multiplied by the HBM-bandwidth/all-in-power ratio 0.9144x; source interactivity/concurrency/precision retained, then selected the highest source row meeting 30."
GLM 5.2|GB200|short|50,GLM 5.2,glm5,GB200,short,50,True,2144633.211945,66.430287,66.430287,1.0,GB200,436048,dynamo-trt,fp4,mtp,1229,single_turn,1024,1024,47,29,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-07-16,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/29443720859/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
GLM 5.2|GB200|long|50,GLM 5.2,glm5,GB200,long,50,True,1747386.062728,53.887355,53.887355,1.0,GB200,436038,dynamo-trt,fp4,mtp,1127,single_turn,8192,1024,55,38,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-07-16,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/29443720859/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
GLM 5.2|GB200|agentic|50,GLM 5.2,glm5.2,GB200,agentic,50,True,28287.871658,204.542181,204.542181,0.9144385,B200,439243,sglang,fp4,mtp,12,agentic_traces,,,5,5,InferenceX_scaled_exact_model_target_met,InferenceX_scaled_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31141585420/attempts/3,"Measured B200 TPS/MW multiplied by the HBM-bandwidth/all-in-power ratio 0.9144x; source interactivity/concurrency/precision retained, then selected the highest source row meeting 50."
GLM 5.2|GB200|short|70,GLM 5.2,glm5,GB200,short,70,True,1373865.024521,84.125865,84.125865,1.0,GB200,436051,dynamo-trt,fp4,mtp,615,single_turn,1024,1024,47,20,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-07-16,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/29443720859/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
GLM 5.2|GB200|long|70,GLM 5.2,glm5,GB200,long,70,True,1231212.80607,75.800453,75.800453,1.0,GB200,436033,dynamo-trt,fp4,mtp,615,single_turn,8192,1024,55,25,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-07-16,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/29443720859/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
GLM 5.2|GB200|agentic|70,GLM 5.2,glm5.2,GB200,agentic,70,True,28287.871658,204.542181,204.542181,0.9144385,B200,439243,sglang,fp4,mtp,12,agentic_traces,,,5,4,InferenceX_scaled_exact_model_target_met,InferenceX_scaled_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31141585420/attempts/3,"Measured B200 TPS/MW multiplied by the HBM-bandwidth/all-in-power ratio 0.9144x; source interactivity/concurrency/precision retained, then selected the highest source row meeting 70."
GLM 5.2|GB200|short|100,GLM 5.2,glm5,GB200,short,100,True,449612.680198,109.374511,109.374511,1.0,GB200,436030,dynamo-trt,fp4,mtp,308,single_turn,1024,1024,47,10,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-07-16,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/29443720859/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
GLM 5.2|GB200|long|100,GLM 5.2,glm5,GB200,long,100,True,222604.13847,109.367428,109.367428,1.0,GB200,436034,dynamo-trt,fp4,mtp,180,single_turn,8192,1024,55,11,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-07-16,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/29443720859/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
GLM 5.2|GB200|agentic|100,GLM 5.2,glm5.2,GB200,agentic,100,True,28287.871658,204.542181,204.542181,0.9144385,B200,439243,sglang,fp4,mtp,12,agentic_traces,,,5,4,InferenceX_scaled_exact_model_target_met,InferenceX_scaled_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31141585420/attempts/3,"Measured B200 TPS/MW multiplied by the HBM-bandwidth/all-in-power ratio 0.9144x; source interactivity/concurrency/precision retained, then selected the highest source row meeting 100."
GLM 5.2|GB300|short|30,GLM 5.2,glm5,GB300,short,30,True,3832469.521354,36.175938,36.175938,1.0,GB300,434055,dynamo-trt,fp4,mtp,4301,single_turn,1024,1024,58,51,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-07-09,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27634553033/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
GLM 5.2|GB300|long|30,GLM 5.2,glm5,GB300,long,30,True,2341921.279411,40.694767,40.694767,1.0,GB300,434054,dynamo-trt,fp4,mtp,2253,single_turn,8192,1024,53,51,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-07-09,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27634553033/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
GLM 5.2|GB300|agentic|30,GLM 5.2,glm5.2,GB300,agentic,30,True,24952.037736,204.542181,204.542181,0.80660377,B200,439243,sglang,fp4,mtp,12,agentic_traces,,,5,5,InferenceX_scaled_exact_model_target_met,InferenceX_scaled_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31141585420/attempts/3,"Measured B200 TPS/MW multiplied by the HBM-bandwidth/all-in-power ratio 0.8066x; source interactivity/concurrency/precision retained, then selected the highest source row meeting 30."
GLM 5.2|GB300|short|50,GLM 5.2,glm5,GB300,short,50,True,2946477.10102,51.446445,51.446445,1.0,GB300,434066,dynamo-trt,fp4,mtp,2253,single_turn,1024,1024,58,36,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-07-09,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27634553033/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
GLM 5.2|GB300|long|50,GLM 5.2,glm5,GB300,long,50,True,1564640.034254,54.278675,54.278675,1.0,GB300,434061,dynamo-trt,fp4,mtp,1229,single_turn,8192,1024,53,37,InferenceX_direct_model_fallback_target_met,InferenceX_direct_model_fallback,2026-07-09,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27634553033/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
GLM 5.2|GB300|agentic|50,GLM 5.2,glm5.2,GB300,agentic,50,True,24952.037736,204.542181,204.542181,0.80660377,B200,439243,sglang,fp4,mtp,12,agentic_traces,,,5,5,InferenceX_scaled_exact_model_target_met,InferenceX_scaled_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31141585420/attempts/3,"Measured B200 TPS/MW multiplied by the HBM-bandwidth/all-in-power ratio 0.8066x; source interactivity/concurrency/precision retained, then selected the highest source row meeting 50."
